,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
12030,sucker,4.0,2.27,22,4.74,2.65,23
12031,suction,4.25,1.71,20,3.81,2.5,21
12032,suds,5.24,2.3,21,3.73,1.88,22
12033,sue,2.18,1.22,22,6.15,2.46,20
12034,suede,5.36,1.68,22,2.75,1.97,20
12035,suffer,2.05,1.32,20,4.5,2.34,24
12036,suffice,5.52,1.75,21,3.25,1.68,20
12037,sufficient,6.1,1.61,21,3.17,2.65,24
12038,suffocate,2.62,2.03,39,6.09,2.58,44
12039,suffocation,2.44,1.69,18,5.0,2.73,22
12040,sugar,6.56,1.8,41,5.29,2.49,17
12041,suggest,5.55,1.53,22,3.75,2.07,20
12042,suggestion,5.79,1.65,19,4.18,2.22,22
12043,suggestive,4.95,1.5,21,4.44,2.29,25
12044,suicidal,2.15,2.16,20,4.91,2.59,23
12045,suicide,1.58,1.5,19,6.21,2.67,39
12046,suit,5.89,1.97,18,3.05,2.04,20
12048,suitcase,5.25,1.62,20,3.24,2.07,21
12049,suite,7.05,1.72,19,3.61,2.02,23
12050,suitor,5.63,2.03,19,3.67,2.74,18
12051,sulfate,4.63,1.21,19,3.67,2.18,21
12052,sulfur,4.5,1.79,20,3.86,2.36,22
12053,sulk,3.22,2.1,18,3.3,1.95,20
12054,sullen,2.84,1.01,19,4.52,2.18,21
12056,sultan,4.48,1.97,21,3.48,2.23,23
12057,sum,5.71,1.95,21,3.1,1.81,21
12059,summary,5.05,1.57,20,3.29,1.83,17
12060,summation,4.85,1.84,20,4.15,2.58,20
12061,summer,7.5,1.89,18,5.48,2.86,21
12062,summerhouse,7.3,1.22,20,4.82,3.23,17
12063,summertime,6.74,2.23,19,5.32,3.11,22
12064,summit,5.5,1.82,22,4.35,2.52,20
12065,summon,5.58,1.57,19,4.67,2.46,24
12066,summons,3.6,2.01,20,5.14,2.01,22
12067,sumo,4.45,1.6,22,3.71,2.1,24
12068,sun,6.92,1.89,40,4.64,2.54,47
12069,sunburn,2.76,1.52,17,4.45,2.76,20
12070,sundae,7.76,1.0,21,4.79,2.78,24
12072,sundown,6.21,1.69,19,3.71,2.39,21
12073,sunflower,6.45,1.7,20,3.05,2.54,22
12074,sunglasses,6.72,1.27,18,3.67,2.06,21
12075,sunken,4.42,1.5,19,3.95,2.31,20
12076,sunlight,7.46,1.94,41,4.44,2.66,43
12077,sunny,7.95,0.89,20,5.38,3.09,21
12078,sunrise,7.35,1.64,40,4.68,2.88,22
12079,sunroof,6.47,1.84,19,3.24,2.39,21
12080,sunscreen,5.77,1.54,22,3.95,2.24,22
12081,sunset,7.46,1.5,39,4.68,2.73,44
12082,sunshine,8.14,1.13,22,5.32,3.11,19
12083,suntan,6.05,1.47,19,4.25,2.53,20
12084,sunup,5.71,2.22,21,3.28,2.25,25
12085,sup,5.53,1.22,19,4.3,1.95,20
12086,super,7.05,1.65,19,4.25,2.49,20
12087,superb,7.0,1.72,22,4.33,2.69,21
12090,superhero,6.89,1.45,19,6.0,2.32,21
12091,superhuman,6.67,1.46,21,4.73,2.88,22
12092,superintendent,4.86,1.56,21,3.24,2.2,25
12094,superiority,4.95,1.68,19,5.48,1.99,21
12095,superman,6.52,1.91,21,5.17,3.05,23
12096,supermarket,6.37,1.95,19,4.65,2.06,23
12097,supermodel,5.53,2.46,19,6.09,1.95,22
12099,supernova,6.58,2.36,19,5.5,2.84,20
12100,superposition,4.42,2.04,19,3.5,2.33,20
12101,superpower,7.14,1.88,21,5.76,2.49,21
12102,superstar,5.94,1.76,18,4.85,2.6,20
12103,superstition,4.84,1.64,19,6.14,2.2,21
12105,superstore,6.24,2.21,21,4.43,2.13,21
12106,supervise,5.05,1.2,21,4.0,2.25,20
12107,supervision,4.26,1.33,19,5.05,1.86,21
12108,supervisor,4.28,1.84,18,4.05,2.26,20
12109,supper,6.72,1.81,18,3.6,2.6,20
12110,suppertime,6.43,2.06,21,4.57,2.25,23
12111,supple,5.76,1.3,21,4.09,2.62,22
12112,supplement,5.43,2.16,21,3.22,2.26,23
12113,supplemental,5.59,2.13,22,3.64,2.08,22
12114,supplier,4.84,1.74,19,3.45,1.92,22
12115,supply,5.11,1.33,19,3.28,1.9,18
12116,support,6.89,2.14,18,3.05,1.99,20
12117,supporter,6.05,1.65,19,4.41,2.3,22
12118,supportive,6.95,1.7,20,3.83,2.81,18
12119,suppose,5.27,1.08,22,3.33,2.03,21
12121,suppress,2.72,1.18,18,3.55,2.44,20
12122,suppression,3.68,1.29,19,3.17,2.07,18
12123,supremacy,3.48,1.94,21,4.26,2.16,23
12124,supreme,6.14,2.01,21,4.28,2.32,25
12125,sure,6.64,2.13,22,3.48,2.25,21
12126,surf,6.05,1.67,20,5.57,1.96,21
12127,surface,5.62,1.47,21,3.04,2.09,25
12128,surfboard,5.53,1.87,19,3.75,2.24,20
12129,surfer,5.47,1.39,19,5.38,1.69,21
12130,surge,5.0,1.89,20,5.22,2.84,18
12131,surgeon,5.05,2.01,20,5.78,2.39,23
12132,surgery,3.18,2.15,44,5.55,2.61,20
12135,surname,5.1,1.12,20,3.68,2.3,22
12136,surplus,5.68,2.11,19,3.6,2.14,20
12137,surprise,7.44,1.58,18,6.57,2.75,21
12139,surprising,6.75,1.48,20,5.65,2.21,20
12140,surreal,6.65,1.6,20,5.11,2.64,19
12141,surrender,3.73,1.91,22,4.58,2.06,26
12142,surrogate,5.27,1.03,22,4.27,1.96,22
12143,surround,5.42,2.09,19,3.32,2.4,22
12144,surroundings,6.37,1.38,19,3.43,2.06,21
12145,surveillance,3.35,1.66,20,4.85,2.46,20
12146,survey,5.55,1.05,20,3.68,2.21,22
12147,survival,7.05,2.31,21,5.4,2.68,20
12148,survive,6.9,1.73,21,4.53,2.65,19
12149,survivor,6.68,1.46,22,4.81,2.64,26
12151,sushi,6.25,2.77,20,5.84,2.52,19
12152,suspect,2.39,1.24,18,4.57,2.5,21
12153,suspend,4.32,2.14,19,4.87,2.3,23
12154,suspense,5.26,2.0,19,5.84,2.39,19
12155,suspension,4.35,1.42,20,4.57,2.36,21
12156,suspicion,3.33,1.52,24,6.04,2.23,23
12158,sustain,5.68,1.92,19,3.73,2.21,22
12159,sustenance,6.0,2.18,20,3.28,2.32,18
12160,suture,4.36,1.53,22,4.63,1.92,19
12161,suv,4.75,1.71,20,3.48,2.25,23
12162,swab,4.7,1.75,20,2.56,1.29,18
12163,swag,5.37,2.09,19,4.33,2.47,18
12164,swallow,5.57,1.54,21,3.78,2.54,23
12165,swami,4.11,1.82,19,4.05,2.37,20
12166,swamp,4.42,2.29,19,3.33,2.06,18
12167,swank,4.84,2.09,19,4.14,2.19,22
12168,swap,5.24,0.94,21,3.7,2.12,23
12169,swarm,3.76,2.23,21,6.26,2.77,19
12170,swastika,2.33,2.01,21,5.26,3.03,23
12171,swat,4.38,1.69,21,6.21,2.2,19
12172,sway,5.25,1.52,20,3.68,1.86,22
12173,swear,3.44,1.42,18,5.05,2.8,20
12174,sweat,4.38,2.36,21,5.1,2.45,20
12175,sweater,6.19,1.57,21,2.8,2.04,20
12176,sweatshirt,6.24,1.67,21,2.56,1.94,25
12177,sweatshop,2.53,1.31,19,5.95,2.24,20
12178,sweaty,3.95,1.91,21,4.78,2.73,23
12179,sweep,5.27,1.03,22,3.89,2.23,19
12180,sweeper,5.35,1.35,20,3.23,2.0,22
12181,sweet,7.77,1.38,22,4.14,2.92,21
12182,sweeten,6.26,1.28,19,4.71,2.41,21
12183,sweetheart,7.84,1.77,19,5.39,2.4,18
12184,sweetie,7.56,1.62,18,4.35,2.78,20
12185,sweetness,7.37,1.54,19,4.37,3.02,19
12186,swell,5.05,1.78,19,4.56,2.01,18
12187,swerve,4.33,1.46,21,5.35,2.42,23
12188,swift,5.83,1.58,41,4.88,2.1,43
12189,swig,4.57,1.5,21,4.48,1.89,21
12190,swill,4.65,1.57,20,3.81,2.06,21
12191,swim,6.71,2.03,21,6.05,3.05,20
12192,swimmer,6.26,1.56,19,4.26,2.27,39
12194,swimsuit,6.05,2.27,21,5.8,2.55,20
12195,swindle,3.0,2.03,18,4.32,2.46,22
12196,swindler,2.33,1.46,18,4.82,2.67,22
12197,swine,3.11,1.7,19,3.71,2.17,21
12199,swinger,4.37,2.09,19,5.81,2.02,21
12200,swipe,4.47,1.71,19,3.68,2.1,22
12201,swirl,6.45,1.39,20,4.58,2.93,19
12202,swish,5.79,1.72,19,3.95,2.63,20
12203,switch,5.29,1.01,21,3.9,2.1,20
12204,switchblade,3.45,1.19,20,5.71,2.63,21
12205,switchboard,4.86,0.65,21,3.65,2.12,23
12206,swivel,5.26,0.92,23,4.62,2.31,21
12207,swoon,5.76,1.34,21,3.83,2.33,23
12208,swoop,5.16,1.42,19,5.62,1.86,21
12209,sword,5.27,1.58,22,5.95,2.07,19
12210,swordfish,6.15,1.66,20,5.15,2.35,20
12211,swordplay,4.94,2.18,18,6.14,2.1,22
12212,swordsman,5.25,1.71,20,4.72,2.67,18
12213,sycamore,6.36,1.62,22,3.68,2.16,19
12215,syllabus,4.86,1.49,21,2.95,2.1,22
12217,symbol,5.67,1.35,21,2.77,1.8,22
12218,symbolic,6.48,1.33,21,3.74,1.69,19
12219,symbolism,6.62,1.4,21,3.52,1.89,21
12222,symmetry,5.27,1.52,22,3.19,2.23,26
12225,sympathy,6.57,2.11,21,3.08,2.3,24
12226,symphonic,6.45,1.47,20,6.3,2.43,20
12227,symphony,7.15,2.18,20,4.19,2.56,21
12228,symposium,4.86,1.77,21,4.04,2.37,26
12229,symptom,3.33,1.68,21,4.17,2.76,23
12231,synagogue,4.85,2.01,20,2.56,1.5,18
12232,synapse,5.42,2.01,19,3.95,2.06,21
12234,sync,6.21,1.36,19,3.95,1.94,21
12236,syndicate,4.35,1.53,20,3.06,1.95,18
12237,syndrome,4.33,2.33,21,4.68,2.45,19
12238,synergy,5.42,2.01,19,4.29,2.46,24
12240,synthesizer,5.16,1.64,19,4.3,2.7,20
12242,syphilis,2.17,1.7,42,4.59,2.72,44
12243,syringe,3.05,1.08,19,4.81,2.23,21
12244,syrup,6.44,2.43,18,3.11,2.0,18
12245,system,5.5,1.19,22,3.38,2.01,21
12247,t-shirt,6.43,1.16,21,2.23,1.6,22
12248,tab,5.09,1.44,22,4.42,2.65,19
12249,tabasco,4.5,1.96,20,5.0,2.72,18
12250,tabernacle,5.65,1.5,20,3.52,2.18,21
12251,table,5.49,1.34,41,3.0,2.02,44
12252,tablecloth,5.33,1.49,21,2.81,1.91,21
12253,tablet,6.21,1.72,19,3.65,2.5,20
12254,tabloid,4.84,2.34,19,3.32,2.75,22
12255,taboo,4.53,1.26,19,5.06,1.83,18
12256,tack,4.42,1.95,19,2.85,2.11,20
12257,tackle,5.38,1.56,21,4.43,2.56,21
12258,tacky,3.68,1.73,19,4.05,2.44,20
12259,taco,6.53,1.47,19,4.19,2.27,21
12260,tact,5.71,1.42,21,3.95,2.65,20
12261,tactful,6.18,1.53,22,3.62,2.38,21
12264,tad,5.45,1.43,20,3.68,2.52,19
12265,tadpole,6.0,2.02,21,4.17,1.88,24
12266,taffy,5.95,2.39,19,3.45,2.11,22
12267,tag,4.79,0.85,19,3.29,2.05,17
12268,tail,5.3,1.66,23,3.27,1.88,22
12269,tailgate,4.81,1.72,21,4.57,2.38,21
12270,taillight,5.11,1.1,19,3.56,1.89,18
12271,tailor,5.29,2.03,21,3.61,2.41,23
12272,tailpipe,4.67,1.59,21,3.13,2.28,23
12273,taint,3.77,1.74,22,4.43,2.27,21
12275,takeoff,5.5,1.76,20,3.77,2.56,22
12276,takeout,6.63,1.89,19,4.45,2.28,22
12277,takeover,3.71,2.1,21,4.73,2.39,22
12278,taker,3.17,1.82,18,3.82,2.02,22
12279,talcum,5.45,1.22,22,4.05,2.01,19
12280,tale,5.95,1.54,20,3.09,1.97,22
12281,talent,6.3,1.96,23,5.6,1.93,20
12283,talisman,5.68,1.92,19,4.6,2.56,20
12284,talk,6.64,1.33,22,3.38,2.27,21
12285,talkative,5.56,1.98,18,4.45,2.3,22
12286,talker,4.55,1.5,20,4.05,2.38,21
12287,tall,6.71,1.93,21,3.85,2.08,20
12289,talon,5.06,2.04,18,4.9,2.49,20
12290,tambourine,6.1,1.74,20,3.33,2.5,21
12291,tame,6.14,1.7,22,3.65,2.29,23
12292,tamer,5.48,1.75,21,3.76,2.12,21
12293,tamper,3.33,1.37,18,5.55,2.13,22
12294,tampon,3.1,1.81,21,4.22,2.33,23
12295,tan,6.05,2.31,21,3.75,2.61,20
12296,tang,4.62,1.88,21,4.05,2.25,21
12297,tangerine,6.81,1.5,21,3.9,2.31,20
12299,tangle,3.95,1.39,19,4.52,2.27,21
12300,tango,5.47,2.01,19,4.48,2.4,21
12301,tank,4.71,1.58,42,4.32,2.68,22
12302,tank top,6.25,1.77,20,5.14,2.59,21
12303,tanker,4.74,1.73,19,4.0,2.37,23
12304,tantrum,3.15,1.87,20,5.05,2.36,21
12305,tap,5.33,1.46,21,3.95,2.2,21
12306,tape,5.5,1.65,18,3.4,2.64,20
12307,tape measure,5.05,1.54,20,4.1,1.62,20
12308,tapestry,5.65,1.69,20,2.67,1.71,21
12309,tapeworm,2.19,1.57,21,4.9,2.86,20
12310,tapioca,5.48,2.25,21,3.74,1.86,23
12311,taps,4.79,1.87,19,3.14,2.01,21
12312,tar,3.9,2.0,21,3.65,2.18,20
12313,tarantula,3.37,2.24,19,6.76,2.1,21
12314,tardiness,2.95,1.27,19,5.05,2.13,21
12315,tardy,3.47,1.65,19,4.3,2.36,20
12316,target,5.24,2.45,21,5.35,2.74,20
12317,tarmac,4.76,1.81,21,3.1,2.17,21
12318,tarot,3.9,1.45,21,3.96,2.36,23
12319,tarp,4.79,1.08,19,2.9,2.13,20
12320,tarry,4.68,1.6,19,3.1,1.89,20
12321,tart,5.43,2.11,21,4.8,2.16,25
12322,tartar,4.52,1.25,21,2.73,1.91,22
12323,task,6.05,1.54,20,3.83,2.5,18
12324,tassel,4.95,1.66,21,4.78,2.37,23
12325,taste,6.63,1.8,41,4.56,2.91,43
12326,tasteful,6.89,1.76,19,4.73,2.66,22
12327,tasteless,3.25,1.02,20,3.86,2.22,21
12328,tasty,6.89,1.75,18,5.28,2.19,18
12329,tattler,2.84,1.3,19,4.45,2.44,20
12330,tattletale,2.95,1.08,19,6.1,2.26,21
12331,tattoo,4.45,2.01,20,5.0,2.35,22
12332,taunt,3.4,1.7,20,4.85,2.11,20
12333,taupe,4.7,1.3,20,3.7,1.78,20
12334,taut,4.25,1.8,20,4.29,1.74,21
12335,tavern,5.55,2.28,20,4.22,2.62,18
12336,tawdry,3.9,1.76,21,3.35,2.08,20
12337,tawny,4.86,1.13,22,4.16,1.42,19
12338,tax,3.0,1.93,22,4.52,2.73,21
12339,taxi,4.79,2.08,42,3.79,2.07,19
12340,taxicab,5.0,2.07,21,3.8,2.38,20
12341,taxpayer,4.05,1.94,21,2.96,2.5,23
12342,tea,6.56,2.41,18,2.05,1.43,20
12343,teach,7.06,1.43,18,3.47,2.63,19
12344,teacher,7.37,1.74,19,2.9,2.31,20
12345,teacup,6.5,2.15,18,3.57,2.78,23
12346,teahouse,6.44,1.62,18,2.76,1.92,21
12347,teal,5.7,1.78,20,3.73,2.37,22
12348,team,5.91,1.6,22,3.38,2.06,21
12349,teammate,6.2,1.47,20,3.74,1.91,23
12350,teamwork,6.26,2.31,19,4.64,2.28,22
12351,teapot,6.0,1.65,20,3.39,2.28,18
12352,tear,3.14,1.73,22,4.8,2.42,20
12353,tearful,3.67,2.11,21,4.92,2.75,25
12354,tease,4.17,1.88,41,5.21,2.24,42
12355,teaspoon,5.25,1.65,20,2.47,1.7,17
12356,teatime,6.4,1.67,20,3.16,2.36,19
12357,tech,5.77,1.93,22,4.1,2.43,21
12359,technicality,4.21,1.47,19,4.36,2.38,22
12361,technique,7.0,1.76,19,3.45,2.52,22
12362,techno,5.53,1.84,19,5.0,2.35,18
12364,technology,5.53,2.09,19,4.62,2.58,21
12367,tee,5.4,1.47,20,3.68,2.63,22
12369,teen,5.1,1.61,21,3.86,2.32,22
12370,teenage,5.8,1.91,20,5.26,1.96,23
12371,teenager,4.58,1.71,19,4.23,2.6,22
12372,teens,5.58,2.09,19,3.96,2.4,23
12373,teensy,5.09,1.9,22,3.77,2.29,22
12374,teeny,5.62,1.47,21,3.74,2.28,23
12375,teeth,5.0,1.8,19,3.8,2.26,20
12377,telegram,5.27,1.75,22,4.14,2.9,22
12378,telegraph,5.37,1.74,19,2.82,1.87,22
12379,telekinesis,5.9,2.0,21,5.68,2.4,22
12380,telemetry,5.0,1.21,20,3.5,1.95,22
12382,telepathy,5.0,2.1,21,5.7,2.53,23
12383,telephone,5.71,1.85,21,4.3,2.23,20
12384,telescope,6.75,1.41,20,3.38,1.86,24
12385,telethon,3.11,1.59,19,3.0,1.83,22
12386,teletype,5.2,1.06,20,3.86,2.03,21
12388,television,7.18,1.84,22,4.1,3.01,20
12389,tell,5.27,1.39,22,3.86,2.06,21
12390,teller,5.33,1.41,18,3.0,2.1,20
12391,temp,4.63,0.96,19,3.62,1.88,21
12392,temper,3.89,1.76,19,4.9,2.07,21
12393,temperament,4.67,1.46,18,3.8,2.17,20
12394,temperamental,3.86,1.2,21,5.7,2.53,23
12395,temperance,5.05,1.28,20,4.0,2.02,22
12396,temperature,5.58,1.61,19,4.86,2.12,22
12397,tempest,4.52,2.16,21,5.26,2.16,19
12398,template,5.45,0.83,20,3.46,2.11,24
12399,temple,5.3,1.49,20,3.36,2.08,22
12400,tempo,5.59,1.59,22,4.0,2.76,21
12403,tempt,5.0,1.64,21,5.29,1.65,21
12404,temptation,4.5,2.14,20,5.38,2.39,24
12406,temptress,4.68,2.08,22,5.43,2.61,23
12407,ten,5.16,1.46,19,3.1,2.28,21
12409,tenant,4.57,1.78,21,2.59,1.74,22
12410,tend,4.8,1.61,20,3.22,1.68,23
12411,tendency,4.85,1.57,20,3.72,2.11,18
12412,tender,6.47,1.75,43,3.22,2.21,18
12413,tenderfoot,4.26,2.0,19,3.16,1.98,19
12414,tenderness,6.89,1.64,18,3.1,2.17,20
12415,tendon,5.11,1.66,19,3.3,1.69,20
12416,tenement,4.55,1.9,22,3.77,2.49,22
12417,tennis,5.4,1.85,42,3.89,2.53,47
12418,tenor,5.48,1.6,21,4.0,2.43,18
12419,tense,2.75,1.33,20,5.32,2.62,44
12420,tension,3.6,1.9,20,5.08,2.75,24
12421,tent,6.23,1.6,22,3.38,2.33,21
12422,tentative,5.1,1.29,20,3.4,2.11,20
12423,tenure,4.6,1.7,20,3.65,1.79,20
12424,tepee,6.29,1.79,21,4.0,2.27,20
12425,tequila,6.27,2.43,22,5.77,2.47,26
12426,teriyaki,6.57,1.83,21,4.16,2.82,25
12427,term,5.57,1.33,21,3.6,2.06,20
12428,terminal,4.27,2.03,22,3.68,2.32,22
12429,terminate,3.05,2.04,19,4.95,2.26,22
12430,termination,2.95,2.11,21,5.9,2.51,20
12431,terminator,5.43,2.44,21,6.05,2.09,20
12432,terminology,5.67,1.46,18,2.8,2.35,20
12433,termite,3.08,1.82,40,4.24,2.49,21
12434,terrace,5.33,1.96,21,3.52,1.78,23
12435,terrain,5.53,1.78,19,3.09,2.04,22
12437,terrier,6.2,1.77,20,3.75,2.36,20
12438,terrific,7.12,1.68,42,5.46,2.5,41
12440,terrify,2.84,1.74,19,6.39,2.55,18
12442,territorial,4.16,1.77,19,4.29,2.41,21
12443,territory,5.3,1.69,20,4.32,2.29,19
12444,terror,2.75,1.97,20,6.35,2.42,23
12445,terrorism,1.6,1.23,20,7.42,2.43,19
12446,terrorist,2.35,1.56,23,6.09,2.95,44
12448,test,4.44,1.58,18,4.3,2.77,20
12449,testament,5.0,2.32,20,3.94,2.75,18
12450,testicle,4.19,1.89,21,5.4,2.54,20
12451,testicular,3.89,1.79,19,4.95,2.24,22
12452,testify,4.55,1.57,20,6.16,2.54,19
12453,testimonial,5.89,1.81,18,3.15,2.08,20
12454,testimony,5.05,1.96,20,4.22,2.15,23
12455,testosterone,5.2,1.99,20,6.75,2.49,20
12456,testy,3.55,1.05,20,4.55,2.15,22
12457,tetanus,3.33,1.35,21,5.52,2.46,21
12458,tether,4.32,1.29,19,4.19,2.23,21
12459,text,6.5,1.69,18,3.48,2.37,23
12460,textbook,5.0,1.49,20,2.94,2.01,18
12461,textile,4.89,2.08,19,3.38,2.16,21
12462,texture,5.57,1.86,21,3.33,2.06,21
12463,thank,7.77,1.41,22,3.33,2.31,21
12464,thankful,7.76,1.65,42,4.52,2.62,42
12465,thankless,3.63,2.48,19,4.86,2.25,22
12466,thanks,7.73,1.78,22,4.05,2.25,21
12468,thatch,5.2,1.11,20,2.8,1.82,20
12469,thaw,4.95,1.43,21,3.84,1.72,25
12470,theater,6.14,2.29,21,3.73,2.6,22
12472,theatrics,5.45,1.28,20,5.05,2.38,21
12473,theft,2.6,1.47,20,5.17,2.98,23
12474,theme,5.43,1.5,21,3.08,2.32,24
12475,theology,4.95,2.01,19,3.32,2.28,22
12477,theory,5.65,1.3,23,4.41,2.32,44
12479,therapist,4.43,2.36,21,3.32,2.29,19
12480,therapy,5.1,2.1,21,3.74,1.89,23
12481,thermal,5.36,1.29,22,3.48,2.16,21
12482,thermometer,5.22,1.35,40,3.36,2.3,22
12483,thermos,5.79,2.07,19,3.15,2.43,20
12484,thermostat,5.48,1.29,21,3.56,2.04,25
12485,thesis,4.7,1.66,20,4.1,2.49,20
12486,thick,4.63,1.57,19,3.13,1.98,23
12487,thicket,4.33,1.8,21,3.25,2.29,20
12488,thickness,5.19,1.81,21,3.74,1.42,23
12489,thief,2.32,1.34,19,6.05,2.38,22
12490,thigh,5.22,1.68,23,5.32,2.54,19
12491,thin,5.47,1.58,19,4.5,2.98,20
12492,thing,5.55,1.26,22,3.43,2.01,21
12493,thingy,5.42,1.87,19,4.27,2.64,22
12494,think,6.68,1.67,22,3.75,2.27,20
12495,thinker,7.26,1.91,19,4.45,2.39,20
12497,thirst,4.14,1.88,21,4.12,2.72,24
12498,thirsty,4.48,1.91,21,4.08,2.67,24
12499,thirteen,5.11,1.79,19,4.36,2.92,22
12500,thirty,4.74,1.37,19,3.57,2.18,21
12501,thistle,4.95,1.75,21,3.9,2.57,20
12502,thong,5.48,2.56,21,4.68,2.69,25
12503,thorn,3.62,1.45,42,4.2,2.35,20
12504,thorny,3.1,1.59,20,4.92,2.64,24
12505,thorough,6.15,1.87,20,3.3,2.14,23
12507,thoroughfare,5.19,0.87,21,4.32,1.99,22
12508,thought,6.76,1.65,42,4.16,2.29,45
12510,thoughtless,4.05,2.15,22,4.43,2.48,21
12511,thousand,6.44,2.06,18,3.5,2.63,20
12512,thrash,3.48,1.47,23,4.3,1.92,20
12513,thread,5.5,0.95,20,3.87,2.53,23
12514,threat,2.63,1.67,19,6.57,2.44,21
12515,threaten,2.6,1.57,20,6.05,2.36,21
12517,threesome,5.89,2.64,19,5.7,2.58,20
12518,threshold,5.53,1.5,19,3.09,2.09,22
12519,thrift,5.72,2.11,18,2.95,2.26,22
12520,thrill,7.37,1.5,19,7.19,2.03,918
12521,thriller,5.75,2.2,20,6.0,2.3,18
12523,thrive,6.79,1.75,19,5.65,2.81,20
12525,throat,4.76,1.61,21,4.2,2.02,20
12527,throes,4.5,0.99,18,4.71,2.12,21
12528,throne,5.45,1.71,22,5.22,2.32,18
12529,throttle,5.55,1.82,20,5.36,1.94,22
12530,throw,5.55,1.3,22,4.52,2.29,21
12531,throwback,5.42,1.3,19,4.57,2.19,23
12532,thrower,4.57,1.29,21,3.58,2.87,24
12533,thrust,5.75,2.17,20,5.29,2.4,24
12534,thruster,4.56,1.79,18,4.7,2.77,20
12535,thud,4.24,1.22,21,5.05,2.64,21
12536,thug,2.52,1.44,21,5.48,2.27,23
12537,thumb,5.62,1.28,21,3.84,2.39,25
12538,thumbprint,5.6,1.14,20,4.33,2.22,21
12539,thump,4.42,2.12,19,4.0,1.95,22
12540,thumper,5.0,2.0,19,4.09,2.49,22
12541,thunder,5.74,2.0,19,5.75,2.43,20
12542,thunderbolt,5.63,1.46,19,6.29,2.08,21
12543,thunderclap,4.53,2.14,19,5.57,2.42,21
12544,thunderstorm,5.67,2.37,21,6.1,2.12,21
12545,thyroid,4.28,1.87,18,3.14,1.73,22
12546,tiara,5.48,2.18,21,5.05,2.46,20
12547,tibia,4.41,1.3,22,3.52,2.52,23
12549,tick,3.05,2.36,21,3.82,2.56,22
12550,ticker,4.43,1.12,21,3.84,1.65,25
12551,ticket,5.28,2.27,18,3.95,2.42,21
12552,tickle,6.14,2.17,21,5.86,2.06,21
12553,ticklish,6.19,1.83,21,4.88,2.52,25
12554,tidal,5.33,1.39,21,5.05,2.55,22
12555,tidal wave,4.9,2.57,21,4.8,2.57,25
12556,tide,6.55,1.7,20,5.47,2.89,19
12557,tidings,6.25,1.37,20,3.55,2.16,20
12558,tidy,6.24,1.85,38,2.86,1.59,21
12559,tie,5.33,1.64,18,3.1,2.23,21
12560,tier,4.95,1.61,20,3.73,2.51,22
12561,tiger,6.0,2.29,22,5.55,2.61,22
12562,tighten,5.0,1.92,20,5.68,2.73,19
12563,tightrope,4.81,1.12,21,4.18,2.68,22
12564,tights,5.95,2.11,21,3.45,2.52,22
12565,tile,5.0,1.3,20,2.89,1.85,19
12566,tilt,4.78,1.48,23,4.59,2.52,22
12567,timber,4.9,1.17,20,3.73,2.16,22
12568,time,5.6,1.78,40,3.41,2.56,22
12569,timeless,5.89,2.08,19,3.4,1.98,20
12571,timeout,4.05,1.86,21,3.81,1.83,21
12572,timer,4.81,1.25,21,4.17,2.69,23
12573,times,5.91,1.44,22,3.19,1.91,21
12574,timetable,4.9,1.07,20,3.62,2.44,21
12575,timid,3.37,1.95,19,3.15,1.84,20
12576,timing,5.67,1.46,18,3.4,2.46,20
12577,tin,4.95,1.61,19,2.73,2.25,22
12578,tinfoil,4.79,1.47,19,3.25,1.74,20
12579,tingle,6.23,1.77,22,5.24,2.21,21
12580,tinker,5.95,1.69,21,2.83,1.95,24
12581,tinkle,5.55,1.5,20,3.75,1.89,20
12583,tinsel,5.7,1.72,23,4.05,1.86,21
12585,tip,6.77,1.74,22,4.05,2.39,19
12586,tipper,5.25,1.48,20,3.73,2.41,22
12587,tipster,5.3,1.45,20,3.62,2.25,21
12588,tipsy,5.6,1.7,20,4.7,1.99,23
12589,tiptoe,5.32,2.15,22,3.76,2.91,21
12590,tire,4.55,1.28,20,3.09,1.97,22
12592,tireless,4.95,2.15,19,4.41,2.22,22
12593,tiresome,3.86,1.75,22,2.52,1.63,21
12595,tissue,5.3,1.49,20,3.1,1.73,21
12596,tit,5.76,2.59,21,6.14,2.49,22
12597,titan,5.71,1.55,21,4.32,2.54,25
12598,titanic,4.42,1.74,19,4.39,2.06,18
12599,titanium,5.26,1.66,19,3.78,2.24,18
12600,title,5.71,1.21,17,2.15,1.53,20
12601,toad,6.0,1.33,19,3.62,2.78,21
12602,toast,6.73,1.12,22,3.65,2.16,20
12603,toaster,5.8,1.15,20,3.85,2.41,20
12604,toasty,6.05,1.99,21,4.65,2.52,20
12605,tobacco,3.37,2.31,19,5.0,2.79,20
12606,toddler,6.28,2.56,18,4.2,2.65,20
12607,toe,5.24,1.26,21,3.1,1.87,21
12608,toenail,3.95,1.61,20,3.06,2.04,18
12609,toffee,6.19,1.91,21,5.0,2.1,20
12610,tofu,4.29,2.65,21,3.09,2.24,22
12611,toga,5.36,1.14,22,3.75,1.94,20
12612,togetherness,6.3,2.03,20,4.64,2.65,22
12613,toil,3.62,2.11,21,5.55,2.04,20
12614,toilet,3.71,2.03,21,4.5,2.26,20
12615,token,5.63,2.17,19,3.09,1.97,22
